property_name,society,address,price,rate_per_sqft,total_area_sqft,area_type,bedRoom,bathroom,balcony,additionalRoom,current_floor,total_floors,facing,furnish_status,furnishDetails,features,rating,area_sqft,Environment,Safety,Lifestyle,Connectivity,Green Area,Amenitie,Management,Construction,avg_rating
3BHKFlatinSector54Gurgaon,DLF The Grove,"Sector 54, Sector 54 Gurgaon, Gurgaon, Haryana",6500000.0,41245.0,1382.0,Built Up area,3.0,3.0,3.0,None,1.0,1.0,East,Semi-Furnished,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.0,1382.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.25
4BHKFlatinSector110Gurgaon,Indiabulls Enigma,"Sector 110, Sector 110 Gurgaon, Gurgaon, Haryana",6500000.0,9851.0,3350.0,Built Up area,4.0,4.0,3.0,None,17.0,17.0,Unknown,Unfurnished,Not Specified,Not Mentioned,4.0,3350.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.25
3BHKFlatinSector65Gurgaon,M3M Skycity,"Sector 65, Sector 65 Gurgaon, Gurgaon, Haryana",6500000.0,15317.0,1828.0,Built Up area,3.0,3.0,3.0,None,14.0,14.0,Unknown,Semi-Furnished,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.0,1828.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.25
3BHKFlatinSector108Gurgaon,Raheja Vedaanta3.6 ★,"Sector 108, Sector 108 Gurgaon, Gurgaon, Haryana",6500000.0,5263.0,2850.0,Built Up area,3.0,4.0,3.0,None,12.0,12.0,Unknown,Unfurnished,Not Specified,Not Mentioned,3.0,2850.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.8
2BHKFlatinSector103Gurgaon,Ansal Housing Highland Park,"Sector 103, Sector 103 Gurgaon, Gurgaon, Haryana",8000000.0,5878.0,1361.0,Built Up area,2.0,2.0,2.0,None,9.0,9.0,South-East,Semi-Furnished,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.0,1361.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2BHKFlatinSector95Gurgaon,Sidhartha NCR One Phase 14.2 ★,"Sector 95, Sector 95 Gurgaon, Gurgaon, Haryana",4600000.0,4646.0,990.0,Built Up area,2.0,2.0,3.0,None,6.0,19.0,Unknown,Semi-Furnished,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.0,990.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
2BHKFlatinSector95Gurgaon,Ramsons Kshitij3.7 ★,"Sector 95, Sector 95 Gurgaon, Gurgaon, Haryana",3000000.0,3158.0,950.0,Built Up area,2.0,2.0,1.0,None,11.0,11.0,Unknown,Unfurnished,Not Specified,Not Mentioned,3.5,950.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.25
3BHKFlatinSector37DGurgaon,Ramprastha Skyz,"A-201, Sector 37d, Gurgaon, Haryana, Sector 37D Gurgaon, Gurgaon, Haryana",6500000.0,7250.0,1725.0,Built Up area,3.0,3.0,3.0,None,2.0,19.0,North-East,Semi-Furnished,"['5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Park']",4.0,1725.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
1BHKFlatinSector56Gurgaon,Sobha Smriti Apartments,"Sector 56, Sector 56 Gurgaon, Gurgaon, Haryana",5000000.0,8333.0,600.0,Carpet area,1.0,1.0,2.0,None,3.0,3.0,Unknown,Semi-Furnished,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.0,600.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.5
2BHKFlatinSector79Gurgaon,Supertech Araville,"Sector 79, Gurgaon Haryana, Sector 79 Gurgaon, Gurgaon, Haryana",9000000.0,6950.0,1295.0,Built Up area,2.0,2.0,3.0,None,12.0,18.0,Unknown,Unfurnished,Not Specified,Not Mentioned,4.0,1295.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.75
2BHKFlatinSohna,Signature Global Park4.0 ★,"Signature Global Park, Sohna Sector 36, Near Delhi Mumbai Expressway, Gurgaon, Sohna, Gurgaon, Haryana",6500000.0,7299.0,822.0,Built Up area,2.0,2.0,3.0,None,1.0,4.0,Unknown,Unfurnished,Not Specified,Not Mentioned,4.0,822.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.8
2BHKFlatinSector37CGurgaon,ILD Greens4.1 ★,"Sector 37c,gurgaon, Sector 37C Gurgaon, Gurgaon, Haryana",7500000.0,5245.0,1430.0,Built Up area,2.0,2.0,3.0,None,13.0,14.0,East,Semi-Furnished,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.5,1430.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0
3BHKFlatinSector77Gurgaon,Umang Winter Hills3.9 ★,"H1004., Sector 77 Gurgaon, Gurgaon, Haryana",6500000.0,6340.0,1735.0,Built Up area,3.0,3.0,3.0,None,10.0,10.0,North-East,Semi-Furnished,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.0,1735.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.666666666666667
4BHKFlatinSector69Gurgaon,Unitech Sunbreeze,"Sector 69, Sector 69 Gurgaon, Gurgaon, Haryana",6500000.0,5476.0,1826.0,Built Up area,4.0,3.0,3.0,None,15.0,15.0,Unknown,Unfurnished,Not Specified,Not Mentioned,4.0,1826.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
3BHKFlatinSector70Gurgaon,Shree Vardhman Victoria3.8 ★,"Sector 70 Gurgaon, Gurgaon, Haryana",6500000.0,9230.0,1950.0,Carpet area,3.0,4.0,3.0,"Servant Room,Others",2.0,18.0,South-West,Unfurnished,[],"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors']",4.5,1950.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0
2BHKFlatinSector-33Sohna,Godrej Nature Plus,"J-301, Sector-33 Sohna, Gurgaon, Haryana",6500000.0,12000.0,1000.0,Carpet area,2.0,2.0,3.0,None,3.0,22.0,North-East,Unfurnished,[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",4.5,1000.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.333333333333333
2BHKFlatinSector103Gurgaon,Indiabulls Centrum Park3.7 ★,"C Block, Sector 103 Gurgaon, Gurgaon, Haryana",6500000.0,5861.0,1365.0,Built Up area,2.0,2.0,3.0,None,1.0,10.0,West,Semi-Furnished,"['2 Wardrobe', '4 Fan', '2 Geyser', '15 Light', '1 Modular Kitchen', '1 Chimney', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.0,1365.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0
3BHKFlatinSector92Gurgaon,Sare Crescent Parc3.5 ★,"Sector 92 Gurgaon, Gurgaon, Haryana",6600000.0,4977.0,1326.0,Carpet area,3.0,2.0,2.0,None,15.0,15.0,North,Fully-Furnished,"['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '1 Dining Table', '2 Geyser', '1 Stove', '14 Light', '3 AC', '1 Chimney', '4 Curtains', '1 Modular Kitchen', '1 TV', '2 Wardrobe', '1 Sofa', '1 Microwave', '1 Washing Machine', 'No Bed']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.0,1326.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.6
2BHKFlatinSector-35Sohna,HCBS Sports Ville,"Sector-35 Sohna, Gurgaon, Haryana",2700000.0,3600.0,750.0,Carpet area,2.0,2.0,2.0,None,2.0,13.0,North-East,Semi-Furnished,"['1 Exhaust Fan', '1 Geyser', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Security Personnel', 'Shopping Centre', 'Waste Disposal', 'Club house / Community Center', 'Rain Water Harvesting']",5.0,750.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.25
3BHKFlatinSector104Gurgaon,ATS Triumph3.9 ★,"3042, Sector 104 Gurgaon, Gurgaon, Haryana",6500000.0,8515.0,2290.0,Carpet area,3.0,3.0,3.0,Servant Room,3.0,27.0,Unknown,Semi-Furnished,"['4 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting', 'Water softening plant']",5.0,2290.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.75
2BHKFlatinSector89Gurgaon,Smart World Gems,"Sector 89 Gurgaon, Gurgaon, Haryana",9000000.0,8159.0,1103.0,Unknown,2.0,2.0,2.0,"Study Room,Others",2.0,4.0,East,Unfurnished,Not Specified,"['Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Piped-gas', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']",4.0,1103.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2BHKFlatinSector76Gurgaon,Suncity Avenue 76,"Sector 76 Gurgaon, Gurgaon, Haryana",5500000.0,7422.0,741.0,Carpet area,2.0,2.0,2.0,None,9.0,14.0,North-East,Unfurnished,Not Specified,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park']",4.5,741.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.333333333333333
3BHKFlatinSector92Gurgaon,Raheja Sampada,"Palam Vihar, Sector 92 Gurgaon, Gurgaon, Haryana",7000000.0,4453.0,1572.0,Built Up area,3.0,3.0,3.0,None,7.0,19.0,Unknown,Unfurnished,Not Specified,Not Mentioned,3.0,1572.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2BHKFlatinSohna,GLS Arawali Homes3.8 ★,"Sohna Sector 4, Sohna, Gurgaon, Haryana",3000000.0,5291.0,567.0,Built Up area,2.0,2.0,3.0,None,10.0,14.0,Unknown,Unfurnished,Not Specified,Not Mentioned,4.0,567.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.2
3BHKFlatinSector78Gurgaon,Umang Monsoon Breeze,"E Tower., Sector 78 Gurgaon, Gurgaon, Haryana",6500000.0,5666.0,1853.0,Built Up area,3.0,3.0,3.0,None,6.0,16.0,North,Semi-Furnished,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.0,1853.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.25
3BHKFlatinSector22Gurgaon,Ambience Creacions,"Sector 22, Sector 22 Gurgaon, Gurgaon, Haryana",6500000.0,19444.0,1800.0,Carpet area,3.0,4.0,3.0,Servant Room,8.0,18.0,East,Semi-Furnished,"['2 Wardrobe', '6 Fan', '4 Geyser', '1 Microwave', '4 AC', '1 Chimney', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Light', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,5.0,1800.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.5
4BHKFlatinSector92Gurgaon,Sare Crescent Parc3.5 ★,"Hayat Pur, Sector 92 Gurgaon, Gurgaon, Haryana",9500000.0,5013.0,1895.0,Built Up area,4.0,5.0,3.0,None,13.0,14.0,North,Unfurnished,Not Specified,Not Mentioned,4.0,1895.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.6
3BHKFlatinSector85Gurgaon,Godrej Air,"Sector 85, Sector 85 Gurgaon, Gurgaon, Haryana",6500000.0,12212.0,2129.0,Built Up area,3.0,3.0,3.0,Servant Room,17.0,25.0,Unknown,Unfurnished,Not Specified,Not Mentioned,4.5,2129.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0
4BHKFlatinSector92Gurgaon,Sare Crescent Parc Royal Greens Phase 1,"Sector 92, Sector 92 Gurgaon, Gurgaon, Haryana",7500000.0,4325.0,1734.0,Built Up area,4.0,4.0,3.0,None,3.0,4.0,East,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",3.0,1734.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
4BHKFlatinSector9AGurgaon,Railway Officers RPF Society,"Flat B-902, Sector 9A Gurgaon, Gurgaon, Haryana",6500000.0,5039.0,2580.0,Built Up area,4.0,4.0,3.0,None,9.0,11.0,East,Semi-Furnished,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.0,2580.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
1BHKFlatinSector49Gurgaon,Satya Element One,"Sec 48, Sector 49 Gurgaon, Gurgaon, Haryana",9400000.0,14009.0,671.0,Carpet area,1.0,2.0,2.0,None,2.0,6.0,East,Unfurnished,Not Specified,Not Mentioned,5.0,671.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.5
2BHKFlatinSector90Gurgaon,Shree Vardhman Flora3.8 ★,"C2., Sector 90 Gurgaon, Gurgaon, Haryana",7000000.0,5325.0,1352.0,Built Up area,2.0,2.0,3.0,Study Room,9.0,13.0,East,Unfurnished,Not Specified,Not Mentioned,4.0,1352.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.8
3BHKFlatinSector37CGurgaon,ILD Grand Centra,"Sector 37c, Delhi Gurgaon Expressway, Sector 37C Gurgaon, Gurgaon, Haryana",9500000.0,5220.0,1820.0,Built Up area,3.0,1.0,3.0,None,1.0,1.0,Unknown,Unfurnished,Not Specified,Not Mentioned,4.0,1820.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.25
2BHKFlatinSector78Gurgaon,Umang Monsoon Breeze,"Sector 78,gurgaon, Sector 78 Gurgaon, Gurgaon, Haryana",7000000.0,5719.0,1224.0,Built Up area,2.0,2.0,2.0,None,5.0,12.0,Unknown,Semi-Furnished,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.0,1224.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.25
3BHKFlatinDwarkaExpresswayGurgaon,Ansals Highland Park,"Sector 103, Dwarka Expressway, Gurugram, Haryana 122006, India, Dwarka Expressway Gurgaon, Gurgaon, Haryana",6500000.0,6185.0,1940.0,Built Up area,3.0,3.0,3.0,Servant Room,4.0,17.0,Unknown,Semi-Furnished,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",Not Mentioned,4.5,1940.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.333333333333333
2BHKFlatinSector78Gurgaon,Unknown,"Gurgaon, Sector 78 Gurgaon, Gurgaon, Haryana",6000000.0,3692.0,1625.0,Built Up area,2.0,2.0,3.0,None,7.0,15.0,Unknown,Unfurnished,[],Not Mentioned,4.0,1625.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.25
2BHKFlatinSector81Gurgaon,Signature Global City 81,"Sector 81 Gurgaon, Gurgaon, Haryana",8000000.0,14652.0,546.0,Carpet area,2.0,2.0,2.0,Study Room,4.0,4.0,North,Semi-Furnished,"['3 Fan', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Water Storage', 'Park', 'Visitor Parking']",4.5,546.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2BHKFlatinSector3Gurgaon,Godrej Habitat,"Sector 3 Gurgaon, Gurgaon, Haryana",6500000.0,8310.0,1444.0,Unknown,2.0,2.0,3.0,None,17.0,17.0,Unknown,Unfurnished,Not Specified,Not Mentioned,4.5,1444.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2BHKFlatinSohna,MVN Athens3.7 ★,"Sector 5, Sohna, Gurgaon, Haryana",2500000.0,5189.0,481.73,Carpet area,2.0,2.0,1.0,Pooja Room,14.0,14.0,North,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant']",5.0,481.73,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.25
3BHKFlatinSector90Gurgaon,Shree Vardhman Flora3.8 ★,"B3/901, Sector 90 Gurgaon, Gurgaon, Haryana",9500000.0,6333.0,1500.0,Carpet area,3.0,3.0,3.0,Servant Room,9.0,13.0,South-East,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",4.0,1500.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.8
2BHKFlatinSector95Gurgaon,Ramsons Kshitij3.7 ★,"Sector 95 Gurgaon, Gurgaon, Haryana",4500000.0,4591.0,980.0,Unknown,2.0,2.0,1.0,Study Room,2.0,14.0,Unknown,Semi-Furnished,"['12 Fan', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Airy Rooms', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",3.5,980.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.25
4BHKFlatinSector9AGurgaon,Oriental Valley CHS,"Flat No. 803, Sector 9A Gurgaon, Gurgaon, Haryana",6500000.0,9090.0,1650.0,Carpet area,4.0,3.0,3.0,None,8.0,9.0,Unknown,Semi-Furnished,"['6 Fan', '1 Exhaust Fan', '3 Geyser', '12 Light', '4 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Natural Light'],4.0,1650.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
1BHKFlatinSohna,Breez Global Heights4.2 ★,"Sohna, Gurgaon, Haryana",2600000.0,6598.0,394.0,Carpet area,1.0,1.0,1.0,None,6.0,10.0,Unknown,Unfurnished,Not Specified,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park']",5.0,394.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
3BHKFlatinSector48Gurgaon,Parsvnath Green Ville3.9 ★,"Sector 48 Gurgaon, Gurgaon, Haryana",6500000.0,7765.0,2125.0,Unknown,3.0,3.0,3.0,Servant Room,15.0,16.0,Unknown,Unfurnished,[],"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Club house / Community Center']",4.0,2125.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
2BHKFlatinLaxmanVihar,Shri Ram Apartments,"Laxman Vihar, Gurgaon, Haryana",4600000.0,5111.0,900.0,Carpet area,2.0,2.0,1.0,None,1.0,4.0,East,Semi-Furnished,"['3 Wardrobe', '4 Fan', '1 Exhaust Fan', '10 Light', '1 Curtains', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'High Ceiling Height', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors']",4.0,900.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.25
4BHKFlatinSector92Gurgaon,Sare Homes,"Sector 92 Gurgaon, Gurgaon, Haryana",8000000.0,4694.0,1704.0,Carpet area,4.0,4.0,3.0,None,1.0,4.0,North-East,Semi-Furnished,"['1 Wardrobe', '1 Fan', '1 Exhaust Fan', '1 AC', '1 Modular Kitchen', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Lift(s)', 'Swimming Pool', 'Park', 'Visitor Parking', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",3.0,1704.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
2BHKFlatinSohna,Silverglades The Melia,"Sohna, Gurgaon, Haryana",7800000.0,5777.0,1350.0,Unknown,2.0,2.0,3.0,Study Room,9.0,14.0,Unknown,Semi-Furnished,"['2 Wardrobe', '2 Fan', '2 Light', '3 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",4.0,1350.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.25
